"YEAR","COUNTY","PLACE","CFIPS","PFIPS","Total Population",
"2015","Gunnison County","Gunnison","51","33640","6,184",
"2010","Gunnison County","Marble","51","48555","131",
"2011","Gunnison County","Marble","51","48555","131",
"2012","Gunnison County","Marble","51","48555","130",
"2013","Gunnison County","Marble","51","48555","130",
"2014","Gunnison County","Marble","51","48555","131",
"2015","Gunnison County","Marble","51","48555","134",
"2010","Gunnison County","Mount Crested Butte/G","51","52570","798",
"2011","Gunnison County","Mount Crested Butte/G","51","52570","798",
"2012","Gunnison County","Mount Crested Butte/G","51","52570","797",
"2013","Gunnison County","Mount Crested Butte/G","51","52570","798",
"2014","Gunnison County","Mount Crested Butte/G","51","52570","805",
"2015","Gunnison County","Mount Crested Butte/G","51","52570","825",
"2010","Gunnison County","Pitkin","51","59830","66",
"2011","Gunnison County","Pitkin","51","59830","67",
"2012","Gunnison County","Pitkin","51","59830","67",
"2013","Gunnison County","Pitkin","51","59830","68",
"2014","Gunnison County","Pitkin","51","59830","68",
"2015","Gunnison County","Pitkin","51","59830","69",
"2010","Gunnison County","Unincorp. Area","51","99990","6,976",
"2011","Gunnison County","Unincorp. Area","51","99990","7,031",
"2012","Gunnison County","Unincorp. Area","51","99990","7,052",
"2013","Gunnison County","Unincorp. Area","51","99990","7,078",
"2014","Gunnison County","Unincorp. Area","51","99990","7,177",
"2015","Gunnison County","Unincorp. Area","51","99990","7,353",
"2010","Hinsdale County","Lake City","53","42330","408",
"2011","Hinsdale County","Lake City","53","42330","398",
"2012","Hinsdale County","Lake City","53","42330","383",
"2013","Hinsdale County","Lake City","53","42330","389",
"2014","Hinsdale County","Lake City","53","42330","372",
"2015","Hinsdale County","Lake City","53","42330","369",
"2010","Hinsdale County","Unincorp. Area","53","99990","435",
"2011","Hinsdale County","Unincorp. Area","53","99990","426",
"2012","Hinsdale County","Unincorp. Area","53","99990","412",
"2013","Hinsdale County","Unincorp. Area","53","99990","416",
"2014","Hinsdale County","Unincorp. Area","53","99990","401",
"2015","Hinsdale County","Unincorp. Area","53","99990","398",
"2010","Huerfano County","La Veta","55","44100","793",
"2011","Huerfano County","La Veta","55","44100","770",
"2012","Huerfano County","La Veta","55","44100","778",
"2013","Huerfano County","La Veta","55","44100","765",
"2014","Huerfano County","La Veta","55","44100","759",
"2015","Huerfano County","La Veta","55","44100","765",
"2010","Huerfano County","Walsenburg","55","82350","3,045",
"2011","Huerfano County","Walsenburg","55","82350","2,960",
"2012","Huerfano County","Walsenburg","55","82350","2,991",
"2013","Huerfano County","Walsenburg","55","82350","2,942",
"2014","Huerfano County","Walsenburg","55","82350","2,906",
"2015","Huerfano County","Walsenburg","55","82350","2,925",
"2010","Huerfano County","Unincorp. Area","55","99990","2,817",
"2011","Huerfano County","Unincorp. Area","55","99990","2,773",
"2012","Huerfano County","Unincorp. Area","55","99990","2,800",
"2013","Huerfano County","Unincorp. Area","55","99990","2,777",
"2014","Huerfano County","Unincorp. Area","55","99990","2,761",
"2015","Huerfano County","Unincorp. Area","55","99990","2,784",
"2010","Jackson County","Walden","57","82130","604",
"2011","Jackson County","Walden","57","82130","597",
"2012","Jackson County","Walden","57","82130","581",
"2013","Jackson County","Walden","57","82130","588",
"2014","Jackson County","Walden","57","82130","600",
"2015","Jackson County","Walden","57","82130","585",
"2010","Jackson County","Unincorp. Area","57","99990","783",
"2011","Jackson County","Unincorp. Area","57","99990","777",
"2012","Jackson County","Unincorp. Area","57","99990","758",
"2013","Jackson County","Unincorp. Area","57","99990","767",
"2014","Jackson County","Unincorp. Area","57","99990","786",
"2015","Jackson County","Unincorp. Area","57","99990","767",
"2010","Jefferson County","Arvada (Part)","59","3455","103,788",
"2011","Jefferson County","Arvada (Part)","59","3455","104,721",
"2012","Jefferson County","Arvada (Part)","59","3455","106,803",
"2013","Jefferson County","Arvada (Part)","59","3455","108,523",
"2014","Jefferson County","Arvada (Part)","59","3455","110,439",
"2015","Jefferson County","Arvada (Part)","59","3455","111,948",
"2010","Jefferson County","Bow Mar (Part)","59","8070","277",
"2011","Jefferson County","Bow Mar (Part)","59","8070","279",
"2012","Jefferson County","Bow Mar (Part)","59","8070","281",
"2013","Jefferson County","Bow Mar (Part)","59","8070","285",
"2014","Jefferson County","Bow Mar (Part)","59","8070","290",
"2015","Jefferson County","Bow Mar (Part)","59","8070","295",
"2010","Jefferson County","Littleton (Part)","59","45255","2,393",
"2011","Jefferson County","Littleton (Part)","59","45255","2,441",
"2012","Jefferson County","Littleton (Part)","59","45255","2,459",
"2013","Jefferson County","Littleton (Part)","59","45255","2,473",
"2014","Jefferson County","Littleton (Part)","59","45255","2,490",
"2015","Jefferson County","Littleton (Part)","59","45255","2,542",
"2010","Jefferson County","Superior (Part)","59","75640","0",
"2011","Jefferson County","Superior (Part)","59","75640","0",
"2012","Jefferson County","Superior (Part)","59","75640","0",
"2013","Jefferson County","Superior (Part)","59","75640","0",
"2014","Jefferson County","Superior (Part)","59","75640","0",
"2015","Jefferson County","Superior (Part)","59","75640","0",
"2010","Jefferson County","Westminster (Part)","59","83835","42,483",
"2011","Jefferson County","Westminster (Part)","59","83835","42,740",
"2012","Jefferson County","Westminster (Part)","59","83835","43,137",
"2013","Jefferson County","Westminster (Part)","59","83835","43,579",
"2014","Jefferson County","Westminster (Part)","59","83835","43,893",
"2015","Jefferson County","Westminster (Part)","59","83835","43,885",
"2010","Jefferson County","Edgewater","59","23135","5,177",
"2011","Jefferson County","Edgewater","59","23135","5,204",
"2012","Jefferson County","Edgewater","59","23135","5,245",
"2013","Jefferson County","Edgewater","59","23135","5,276",
"2014","Jefferson County","Edgewater","59","23135","5,320",
"2015","Jefferson County","Edgewater","59","23135","5,315",
"2010","Jefferson County","Golden","59","30835","18,930",
"2011","Jefferson County","Golden","59","30835","19,342",
"2012","Jefferson County","Golden","59","30835","19,552",
"2013","Jefferson County","Golden","59","30835","19,651",
"2014","Jefferson County","Golden","59","30835","20,114",
"2015","Jefferson County","Golden","59","30835","20,370",
"2010","Jefferson County","Lakeside","59","42495","8",
"2011","Jefferson County","Lakeside","59","42495","8",
"2012","Jefferson County","Lakeside","59","42495","8",
"2013","Jefferson County","Lakeside","59","42495","8",
"2014","Jefferson County","Lakeside","59","42495","8",
"2015","Jefferson County","Lakeside","59","42495","8",
"2010","Jefferson County","Lakewood","59","43000","143,209",
"2011","Jefferson County","Lakewood","59","43000","144,331",
"2012","Jefferson County","Lakewood","59","43000","145,681",
"2013","Jefferson County","Lakewood","59","43000","147,228",
"2014","Jefferson County","Lakewood","59","43000","149,924",
"2015","Jefferson County","Lakewood","59","43000","153,024",
"2010","Jefferson County","Morrison","59","52075","428",
"2011","Jefferson County","Morrison","59","52075","430",
"2012","Jefferson County","Morrison","59","52075","432",
"2013","Jefferson County","Morrison","59","52075","433",
"2014","Jefferson County","Morrison","59","52075","435",
"2015","Jefferson County","Morrison","59","52075","437",
"2010","Jefferson County","Mountain View","59","52350","508",
"2011","Jefferson County","Mountain View","59","52350","510",
"2012","Jefferson County","Mountain View","59","52350","514",
"2013","Jefferson County","Mountain View","59","52350","521",
"2014","Jefferson County","Mountain View","59","52350","528",
"2015","Jefferson County","Mountain View","59","52350","533",
"2010","Jefferson County","Wheat Ridge","59","84440","30,207",
"2011","Jefferson County","Wheat Ridge","59","84440","30,353",
"2012","Jefferson County","Wheat Ridge","59","84440","30,750",
"2013","Jefferson County","Wheat Ridge","59","84440","30,920",
"2014","Jefferson County","Wheat Ridge","59","84440","31,137",
"2015","Jefferson County","Wheat Ridge","59","84440","31,210",
"2010","Jefferson County","Unincorp. Area","59","99990","188,243",
"2011","Jefferson County","Unincorp. Area","59","99990","189,423",
"2012","Jefferson County","Unincorp. Area","59","99990","191,140",
"2013","Jefferson County","Unincorp. Area","59","99990","192,798",
"2014","Jefferson County","Unincorp. Area","59","99990","194,604",
"2015","Jefferson County","Unincorp. Area","59","99990","195,663",
"2010","Kiowa County","Eads","61","22145","609",
"2011","Kiowa County","Eads","61","22145","623",
"2012","Kiowa County","Eads","61","22145","613",
"2013","Kiowa County","Eads","61","22145","604",
"2014","Kiowa County","Eads","61","22145","595",
"2015","Kiowa County","Eads","61","22145","597",
"2010","Kiowa County","Haswell","61","34740","68",
"2011","Kiowa County","Haswell","61","34740","70",
"2012","Kiowa County","Haswell","61","34740","68",
"2013","Kiowa County","Haswell","61","34740","67",
"2014","Kiowa County","Haswell","61","34740","66",
"2015","Kiowa County","Haswell","61","34740","67",
"2010","Kiowa County","Sheridan Lake","61","69700","88",
"2011","Kiowa County","Sheridan Lake","61","69700","90",
"2012","Kiowa County","Sheridan Lake","61","69700","89",
"2013","Kiowa County","Sheridan Lake","61","69700","87",
"2014","Kiowa County","Sheridan Lake","61","69700","86",
"2015","Kiowa County","Sheridan Lake","61","69700","86",
"2010","Kiowa County","Unincorp. Area","61","99990","634",
"2011","Kiowa County","Unincorp. Area","61","99990","659",
"2012","Kiowa County","Unincorp. Area","61","99990","652",
"2013","Kiowa County","Unincorp. Area","61","99990","645",
"2014","Kiowa County","Unincorp. Area","61","99990","643",
"2015","Kiowa County","Unincorp. Area","61","99990","641",
"2010","Kit Carson County","Bethune","63","6530","237",
"2011","Kit Carson County","Bethune","63","6530","241",
"2012","Kit Carson County","Bethune","63","6530","240",
"2013","Kit Carson County","Bethune","63","6530","238",
"2014","Kit Carson County","Bethune","63","6530","238",
"2015","Kit Carson County","Bethune","63","6530","237",
"2010","Kit Carson County","Burlington","63","10600","4,253",
"2011","Kit Carson County","Burlington","63","10600","4,105",
"2012","Kit Carson County","Burlington","63","10600","4,026",
"2013","Kit Carson County","Burlington","63","10600","4,248",
"2014","Kit Carson County","Burlington","63","10600","3,978",
"2015","Kit Carson County","Burlington","63","10600","4,188",
"2010","Kit Carson County","Flager","63","26765","561",
"2011","Kit Carson County","Flager","63","26765","569",
"2012","Kit Carson County","Flager","63","26765","567",
"2013","Kit Carson County","Flager","63","26765","563",
"2014","Kit Carson County","Flager","63","26765","563",
"2015","Kit Carson County","Flager","63","26765","560",
"2010","Kit Carson County","Seibert","63","69040","181",
"2011","Kit Carson County","Seibert","63","69040","184",
"2012","Kit Carson County","Seibert","63","69040","183",
"2013","Kit Carson County","Seibert","63","69040","182",
"2014","Kit Carson County","Seibert","63","69040","219",
"2015","Kit Carson County","Seibert","63","69040","221",
"2010","Kit Carson County","Stratton","63","74485","658",
"2011","Kit Carson County","Stratton","63","74485","668",
"2012","Kit Carson County","Stratton","63","74485","665",
"2013","Kit Carson County","Stratton","63","74485","660",
"2014","Kit Carson County","Stratton","63","74485","661",
"2015","Kit Carson County","Stratton","63","74485","657",
"2010","Kit Carson County","Vona","63","81690","106",
"2011","Kit Carson County","Vona","63","81690","108",
"2012","Kit Carson County","Vona","63","81690","107",
"2013","Kit Carson County","Vona","63","81690","106",
"2014","Kit Carson County","Vona","63","81690","106",
"2015","Kit Carson County","Vona","63","81690","106",
"2010","Kit Carson County","Unincorp. Area","63","99990","2,271",
"2011","Kit Carson County","Unincorp. Area","63","99990","2,307",
"2012","Kit Carson County","Unincorp. Area","63","99990","2,298",
"2013","Kit Carson County","Unincorp. Area","63","99990","2,279",
"2014","Kit Carson County","Unincorp. Area","63","99990","2,282",
"2015","Kit Carson County","Unincorp. Area","63","99990","2,270",
"2010","Lake County","Leadville","65","44320","2,592",
"2011","Lake County","Leadville","65","44320","2,625",
"2012","Lake County","Leadville","65","44320","2,588",
"2013","Lake County","Leadville","65","44320","2,584",
"2014","Lake County","Leadville","65","44320","2,604",
"2015","Lake County","Leadville","65","44320","2,647",
"2010","Lake County","Unincorp. Area","65","99990","4,690",
"2011","Lake County","Unincorp. Area","65","99990","4,763",
"2012","Lake County","Unincorp. Area","65","99990","4,706",
"2013","Lake County","Unincorp. Area","65","99990","4,735",
"2014","Lake County","Unincorp. Area","65","99990","4,757",
"2015","Lake County","Unincorp. Area","65","99990","4,836",
"2010","La Plata County","Bayfield","67","5265","2,357",
"2011","La Plata County","Bayfield","67","5265","2,389",
"2012","La Plata County","Bayfield","67","5265","2,437",
"2013","La Plata County","Bayfield","67","5265","2,489",
"2014","La Plata County","Bayfield","67","5265","2,530",
"2015","La Plata County","Bayfield","67","5265","2,573",
"2010","La Plata County","Durango","67","22035","16,901",
"2011","La Plata County","Durango","67","22035","17,004",
"2012","La Plata County","Durango","67","22035","17,282",
"2013","La Plata County","Durango","67","22035","17,712",
"2014","La Plata County","Durango","67","22035","17,843",
"2015","La Plata County","Durango","67","22035","18,228",
"2010","La Plata County","Ignacio","67","38535","699",
"2011","La Plata County","Ignacio","67","38535","702",
"2012","La Plata County","Ignacio","67","38535","704",
"2013","La Plata County","Ignacio","67","38535","709",
"2014","La Plata County","Ignacio","67","38535","723",
"2015","La Plata County","Ignacio","67","38535","730",
"2010","La Plata County","Unincorp. Area","67","99990","31,484",
"2011","La Plata County","Unincorp. Area","67","99990","31,772",
"2012","La Plata County","Unincorp. Area","67","99990","32,034",
"2013","La Plata County","Unincorp. Area","67","99990","32,494",
"2014","La Plata County","Unincorp. Area","67","99990","32,916",
"2015","La Plata County","Unincorp. Area","67","99990","33,376",
"2010","Larimer County","Berthoud (Part)","69","6255","5,064",
"2011","Larimer County","Berthoud (Part)","69","6255","5,097",
"2012","Larimer County","Berthoud (Part)","69","6255","5,137",
"2013","Larimer County","Berthoud (Part)","69","6255","5,245",
"2014","Larimer County","Berthoud (Part)","69","6255","5,588",
"2015","Larimer County","Berthoud (Part)","69","6255","5,619",
"2010","Larimer County","Johnstown (Part)","69","39855","542",
"2011","Larimer County","Johnstown (Part)","69","39855","564",
"2012","Larimer County","Johnstown (Part)","69","39855","596",
"2013","Larimer County","Johnstown (Part)","69","39855","646",
"2014","Larimer County","Johnstown (Part)","69","39855","707",
"2015","Larimer County","Johnstown (Part)","69","39855","790",
"2010","Larimer County","Windsor (Part)","69","85485","4,600",
"2011","Larimer County","Windsor (Part)","69","85485","4,753",
"2012","Larimer County","Windsor (Part)","69","85485","5,006",
"2013","Larimer County","Windsor (Part)","69","85485","5,512",
"2014","Larimer County","Windsor (Part)","69","85485","6,105",
"2015","Larimer County","Windsor (Part)","69","85485","6,496",
"2010","Larimer County","Estes Park","69","25115","5,897",
"2011","Larimer County","Estes Park","69","25115","5,952",
"2012","Larimer County","Estes Park","69","25115","6,028",
"2013","Larimer County","Estes Park","69","25115","6,084",
"2014","Larimer County","Estes Park","69","25115","6,143",
"2015","Larimer County","Estes Park","69","25115","6,209",
"2010","Larimer County","Fort Collins","69","27425","144,887",
"2011","Larimer County","Fort Collins","69","27425","146,324",
"2012","Larimer County","Fort Collins","69","27425","149,413",
"2013","Larimer County","Fort Collins","69","27425","152,442",
"2014","Larimer County","Fort Collins","69","27425","156,704",
"2015","Larimer County","Fort Collins","69","27425","160,935",
"2010","Larimer County","Loveland","69","46465","67,033",
"2011","Larimer County","Loveland","69","46465","69,149",
"2012","Larimer County","Loveland","69","46465","70,144",
"2013","Larimer County","Loveland","69","46465","71,027",
"2014","Larimer County","Loveland","69","46465","72,142",
"2015","Larimer County","Loveland","69","46465","74,461",
"2010","Larimer County","Timnath","69","77510","629",
"2011","Larimer County","Timnath","69","77510","794",
"2012","Larimer County","Timnath","69","77510","1,156",
"2013","Larimer County","Timnath","69","77510","1,522",
"2014","Larimer County","Timnath","69","77510","1,957",
"2015","Larimer County","Timnath","69","77510","2,418",
"2010","Larimer County","Wellington","69","83230","6,310",
"2011","Larimer County","Wellington","69","83230","6,377",
"2012","Larimer County","Wellington","69","83230","6,481",
"2013","Larimer County","Wellington","69","83230","6,690",
"2014","Larimer County","Wellington","69","83230","7,103",
"2015","Larimer County","Wellington","69","83230","7,662",
"2010","Larimer County","Unincorp. Area","69","99990","65,570",
"2011","Larimer County","Unincorp. Area","69","99990","66,103",
"2012","Larimer County","Unincorp. Area","69","99990","66,764",
"2013","Larimer County","Unincorp. Area","69","99990","67,135",
"2014","Larimer County","Unincorp. Area","69","99990","67,680",
"2015","Larimer County","Unincorp. Area","69","99990","68,242",
"2010","Las Animas County","Aguilar","71","760","534",
"2011","Las Animas County","Aguilar","71","760","520",
"2012","Las Animas County","Aguilar","71","760","519",
"2013","Las Animas County","Aguilar","71","760","496",
"2014","Las Animas County","Aguilar","71","760","479",
"2015","Las Animas County","Aguilar","71","760","479",
"2010","Las Animas County","Branson","71","8345","73",
"2011","Las Animas County","Branson","71","8345","72",
"2012","Las Animas County","Branson","71","8345","71",
"2013","Las Animas County","Branson","71","8345","68",
"2014","Las Animas County","Branson","71","8345","66",
"2015","Las Animas County","Branson","71","8345","66",
"2010","Las Animas County","Cokedale","71","15550","128",
"2011","Las Animas County","Cokedale","71","15550","125",
"2012","Las Animas County","Cokedale","71","15550","125",
"2013","Las Animas County","Cokedale","71","15550","120",
"2014","Las Animas County","Cokedale","71","15550","118",
"2015","Las Animas County","Cokedale","71","15550","117",
"2010","Las Animas County","Kim","71","40570","73",
"2011","Las Animas County","Kim","71","40570","72",
"2012","Las Animas County","Kim","71","40570","71",
"2013","Las Animas County","Kim","71","40570","68",
"2014","Las Animas County","Kim","71","40570","66",
"2015","Las Animas County","Kim","71","40570","66",
"2010","Las Animas County","Starkville","71","73715","59",
"2011","Las Animas County","Starkville","71","73715","57",
"2012","Las Animas County","Starkville","71","73715","57",
"2013","Las Animas County","Starkville","71","73715","54",
"2014","Las Animas County","Starkville","71","73715","53",
"2015","Las Animas County","Starkville","71","73715","52",
"2010","Las Animas County","Trinidad","71","78610","9,033",
"2011","Las Animas County","Trinidad","71","78610","8,790",
"2012","Las Animas County","Trinidad","71","78610","8,771",
"2013","Las Animas County","Trinidad","71","78610","8,394",
"2014","Las Animas County","Trinidad","71","78610","8,123",
"2015","Las Animas County","Trinidad","71","78610","8,103",
"2010","Las Animas County","Unincorp. Area","71","99990","5,507",
"2011","Las Animas County","Unincorp. Area","71","99990","5,406",
"2012","Las Animas County","Unincorp. Area","71","99990","5,348",
"2013","Las Animas County","Unincorp. Area","71","99990","5,176",
"2014","Las Animas County","Unincorp. Area","71","99990","5,154",
"2015","Las Animas County","Unincorp. Area","71","99990","5,155",
"2010","Lincoln County","Arriba","73","3235","193",
"2011","Lincoln County","Arriba","73","3235","192",
"2012","Lincoln County","Arriba","73","3235","191",
"2013","Lincoln County","Arriba","73","3235","190",
"2014","Lincoln County","Arriba","73","3235","193",
"2015","Lincoln County","Arriba","73","3235","195",
"2010","Lincoln County","Genoa","73","29680","139",
"2011","Lincoln County","Genoa","73","29680","139",
"2012","Lincoln County","Genoa","73","29680","138",
"2013","Lincoln County","Genoa","73","29680","137",
"2014","Lincoln County","Genoa","73","29680","139",
"2015","Lincoln County","Genoa","73","29680","140",
"2010","Lincoln County","Hugo","73","37875","730",
"2011","Lincoln County","Hugo","73","37875","723",
"2012","Lincoln County","Hugo","73","37875","718",
"2013","Lincoln County","Hugo","73","37875","714",
"2014","Lincoln County","Hugo","73","37875","723",
"2015","Lincoln County","Hugo","73","37875","729",
"2010","Lincoln County","Limon","73","44980","1,883",
"2011","Lincoln County","Limon","73","44980","1,879",
"2012","Lincoln County","Limon","73","44980","1,869",
"2013","Lincoln County","Limon","73","44980","1,862",
"2014","Lincoln County","Limon","73","44980","1,911",
"2015","Lincoln County","Limon","73","44980","1,930",
"2010","Lincoln County","Unincorp. Area","73","99990","2,529",
"2011","Lincoln County","Unincorp. Area","73","99990","2,472",
"2012","Lincoln County","Unincorp. Area","73","99990","2,529",
"2013","Lincoln County","Unincorp. Area","73","99990","2,520",
"2014","Lincoln County","Unincorp. Area","73","99990","2,545",
"2015","Lincoln County","Unincorp. Area","73","99990","2,555",
"2010","Logan County","Crook","75","18640","110",
"2011","Logan County","Crook","75","18640","109",
"2012","Logan County","Crook","75","18640","109",
"2013","Logan County","Crook","75","18640","108",
"2014","Logan County","Crook","75","18640","108",
"2015","Logan County","Crook","75","18640","108",
"2010","Logan County","Fleming","75","26875","408",
"2011","Logan County","Fleming","75","26875","405",
"2012","Logan County","Fleming","75","26875","403",
"2013","Logan County","Fleming","75","26875","401",
"2014","Logan County","Fleming","75","26875","403",
"2015","Logan County","Fleming","75","26875","408",
"2010","Logan County","Iliff","75","38590","266",
"2011","Logan County","Iliff","75","38590","264",
"2012","Logan County","Iliff","75","38590","263",
"2013","Logan County","Iliff","75","38590","260",
"2014","Logan County","Iliff","75","38590","263",
"2015","Logan County","Iliff","75","38590","264",
"2010","Logan County","Merino","75","50040","284",
"2011","Logan County","Merino","75","50040","284",
"2012","Logan County","Merino","75","50040","283",
"2013","Logan County","Merino","75","50040","280",
"2014","Logan County","Merino","75","50040","281",
"2015","Logan County","Merino","75","50040","282",
"2010","Logan County","Peetz","75","58235","238",
"2011","Logan County","Peetz","75","58235","236",
"2012","Logan County","Peetz","75","58235","235",
"2013","Logan County","Peetz","75","58235","233",
"2014","Logan County","Peetz","75","58235","234",
"2015","Logan County","Peetz","75","58235","235",
"2010","Logan County","Sterling","75","73935","14,354",
"2011","Logan County","Sterling","75","73935","14,344",
"2012","Logan County","Sterling","75","73935","14,124",
"2013","Logan County","Sterling","75","73935","13,975",
"2014","Logan County","Sterling","75","73935","14,190",
"2015","Logan County","Sterling","75","73935","14,162",
"2010","Logan County","Unincorp. Area","75","99990","6,633",
"2011","Logan County","Unincorp. Area","75","99990","6,615",
"2012","Logan County","Unincorp. Area","75","99990","6,601",
"2013","Logan County","Unincorp. Area","75","99990","6,558",
"2014","Logan County","Unincorp. Area","75","99990","6,616",
"2015","Logan County","Unincorp. Area","75","99990","6,653",
"2010","Mesa County","Collbran","77","15605","708",
"2011","Mesa County","Collbran","77","15605","705",
"2012","Mesa County","Collbran","77","15605","703",
"2013","Mesa County","Collbran","77","15605","696",
"2014","Mesa County","Collbran","77","15605","700",
"2015","Mesa County","Collbran","77","15605","696",
"2010","Mesa County","De Beque","77","19355","503",
"2011","Mesa County","De Beque","77","19355","500",
"2012","Mesa County","De Beque","77","19355","500",
"2013","Mesa County","De Beque","77","19355","492",
"2014","Mesa County","De Beque","77","19355","495",
"2015","Mesa County","De Beque","77","19355","491",
"2010","Mesa County","Fruita","77","28745","12,655",
"2011","Mesa County","Fruita","77","28745","12,703",
"2012","Mesa County","Fruita","77","28745","12,728",
"2013","Mesa County","Fruita","77","28745","12,641",
"2014","Mesa County","Fruita","77","28745","12,770",
"2015","Mesa County","Fruita","77","28745","12,674",
"2010","Mesa County","Grand Junction","77","31660","59,819",
"2011","Mesa County","Grand Junction","77","31660","61,130",
"2012","Mesa County","Grand Junction","77","31660","61,501",
"2013","Mesa County","Grand Junction","77","31660","62,491",
"2014","Mesa County","Grand Junction","77","31660","62,213",
"2015","Mesa County","Grand Junction","77","31660","63,775",
"2010","Mesa County","Palisade","77","56970","2,738",
"2011","Mesa County","Palisade","77","56970","2,728",
"2012","Mesa County","Palisade","77","56970","2,722",
"2013","Mesa County","Palisade","77","56970","2,687",
"2014","Mesa County","Palisade","77","56970","2,699",
"2015","Mesa County","Palisade","77","56970","2,692",
"2010","Mesa County","Unincorp. Area","77","99990","70,732",
"2011","Mesa County","Unincorp. Area","77","99990","70,348",
"2012","Mesa County","Unincorp. Area","77","99990","70,185",
"2013","Mesa County","Unincorp. Area","77","99990","69,324",
"2014","Mesa County","Unincorp. Area","77","99990","69,573",
"2015","Mesa County","Unincorp. Area","77","99990","68,921",
"2010","Mineral County","City of Creede","79","14765","287",
"2011","Mineral County","City of Creede","79","14765","286",
"2012","Mineral County","City of Creede","79","14765","283",
"2013","Mineral County","City of Creede","79","14765","293",
"2014","Mineral County","City of Creede","79","14765","281",
"2015","Mineral County","City of Creede","79","14765","295",
"2010","Mineral County","Unincorp. Area","79","99990","418",
"2011","Mineral County","Unincorp. Area","79","99990","421",
"2012","Mineral County","Unincorp. Area","79","99990","422",
"2013","Mineral County","Unincorp. Area","79","99990","432",
"2014","Mineral County","Unincorp. Area","79","99990","415",
"2015","Mineral County","Unincorp. Area","79","99990","433",
"2010","Moffat County","Craig","81","17760","9,468",
"2011","Moffat County","Craig","81","17760","9,187",
"2012","Moffat County","Craig","81","17760","9,004",
"2013","Moffat County","Craig","81","17760","8,961",
"2014","Moffat County","Craig","81","17760","8,807",
"2015","Moffat County","Craig","81","17760","8,820",
"2010","Moffat County","Dinosaur","81","20495","339",
"2011","Moffat County","Dinosaur","81","20495","329",
"2012","Moffat County","Dinosaur","81","20495","322",
"2013","Moffat County","Dinosaur","81","20495","320",
"2014","Moffat County","Dinosaur","81","20495","315",
"2015","Moffat County","Dinosaur","81","20495","315",
"2010","Moffat County","Unincorp. Area","81","99990","3,999",
"2011","Moffat County","Unincorp. Area","81","99990","3,889",
"2012","Moffat County","Unincorp. Area","81","99990","3,821",
"2013","Moffat County","Unincorp. Area","81","99990","3,818",
"2014","Moffat County","Unincorp. Area","81","99990","3,768",
"2015","Moffat County","Unincorp. Area","81","99990","3,788",
"2010","Montezuma County","Cortez","83","17375","8,484",
"2011","Montezuma County","Cortez","83","17375","8,472",
"2012","Montezuma County","Cortez","83","17375","8,472",
"2013","Montezuma County","Cortez","83","17375","8,554",
"2014","Montezuma County","Cortez","83","17375","8,603",
"2015","Montezuma County","Cortez","83","17375","8,727",
"2010","Montezuma County","Dolores","83","20770","936",
"2011","Montezuma County","Dolores","83","20770","932",
"2012","Montezuma County","Dolores","83","20770","930",
"2013","Montezuma County","Dolores","83","20770","940",
"2014","Montezuma County","Dolores","83","20770","946",
"2015","Montezuma County","Dolores","83","20770","962",
"2010","Montezuma County","Mancos","83","48115","1,337",
"2011","Montezuma County","Mancos","83","48115","1,338",
"2012","Montezuma County","Mancos","83","48115","1,343",
"2013","Montezuma County","Mancos","83","48115","1,361",
"2014","Montezuma County","Mancos","83","48115","1,377",
"2015","Montezuma County","Mancos","83","48115","1,407",
"2010","Montezuma County","Unincorp. Area","83","99990","14,775",
"2011","Montezuma County","Unincorp. Area","83","99990","14,709",
"2012","Montezuma County","Unincorp. Area","83","99990","14,689",
"2013","Montezuma County","Unincorp. Area","83","99990","14,805",
"2014","Montezuma County","Unincorp. Area","83","99990","14,875",
"2015","Montezuma County","Unincorp. Area","83","99990","15,043",
"2010","Montrose County","Montrose","85","51745","19,104",
"2011","Montrose County","Montrose","85","51745","18,995",
"2012","Montrose County","Montrose","85","51745","18,926",
"2013","Montrose County","Montrose","85","51745","18,924",
"2014","Montrose County","Montrose","85","51745","18,976",
"2015","Montrose County","Montrose","85","51745","19,008",
"2010","Montrose County","Naturita","85","53120","544",
"2011","Montrose County","Naturita","85","53120","538",
"2012","Montrose County","Naturita","85","53120","533",
"2013","Montrose County","Naturita","85","53120","532",
"2014","Montrose County","Naturita","85","53120","532",
"2015","Montrose County","Naturita","85","53120","530",
"2010","Montrose County","Nucla","85","54935","708",
"2011","Montrose County","Nucla","85","54935","700",
"2012","Montrose County","Nucla","85","54935","702",
"2013","Montrose County","Nucla","85","54935","701",
"2014","Montrose County","Nucla","85","54935","701",
"2015","Montrose County","Nucla","85","54935","698",
"2010","Montrose County","Olathe","85","55540","1,842",
"2011","Montrose County","Olathe","85","55540","1,823",
"2012","Montrose County","Olathe","85","55540","1,808",
"2013","Montrose County","Olathe","85","55540","1,803",
"2014","Montrose County","Olathe","85","55540","1,803",
"2015","Montrose County","Olathe","85","55540","1,796",
"2010","Montrose County","Unincorp. Area","85","99990","18,990",
"2011","Montrose County","Unincorp. Area","85","99990","18,845",
"2012","Montrose County","Unincorp. Area","85","99990","18,752",
"2013","Montrose County","Unincorp. Area","85","99990","18,770",
"2014","Montrose County","Unincorp. Area","85","99990","18,850",
"2015","Montrose County","Unincorp. Area","85","99990","18,879",
"2010","Morgan County","Brush","87","9555","5,467",
"2011","Morgan County","Brush","87","9555","5,508",
